LineId,Timestamp,Component,Operation,ResponseTime_ms,MemoryUsage_MB,ThreadCount,RequestID,Message
479,2025-07-23 14:40:20,Scheduler,RunJob,230,301,8,REQ-85914,"Operation RunJob finished, Scheduler status: healthy"
480,2025-07-23 13:20:50,Queue,RunJob,203,291,8,REQ-44973,"Operation RunJob finished, Queue status: healthy"
481,2025-07-23 13:11:20,Cache,SendNotification,171,311,15,REQ-30033,REQ-30033 SendNotification executed successfully on Cache
482,2025-07-23 13:21:50,WebAPI,SendNotification,154,345,16,REQ-54587,"Operation SendNotification finished, WebAPI status: healthy"
483,2025-07-23 15:05:50,Scheduler,RunJob,227,255,9,REQ-91416,"Operation RunJob finished, Scheduler status: healthy"
484,2025-07-23 12:55:50,WebAPI,UpdateUser,213,358,9,REQ-62581,WebAPI completed UpdateUser with normal performance
485,2025-07-23 15:12:20,Database,UpdateUser,259,325,12,REQ-47353,"Operation UpdateUser finished, Database status: healthy"
486,2025-07-23 12:49:50,WebAPI,CacheData,212,264,13,REQ-70589,REQ-70589 WebAPI CacheData - no issues detected
487,2025-07-23 15:55:20,Queue,SendNotification,1449,927,23,REQ-88222,FAILED: SendNotification on Queue - insufficient resources
488,2025-07-23 14:51:20,Cache,UpdateUser,169,357,12,REQ-84668,Cache UpdateUser completed in 169ms
489,2025-07-23 13:53:20,Cache,CacheData,227,236,14,REQ-39451,Cache CacheData completed in 227ms
490,2025-07-23 15:59:20,Scheduler,CacheData,1496,833,26,REQ-49618,FAILED: Unable to complete CacheData on Scheduler
491,2025-07-23 13:06:50,Queue,UpdateUser,258,307,11,REQ-62350,REQ-62350 Queue UpdateUser - no issues detected
492,2025-07-23 16:15:50,WebAPI,UpdateUser,480,429,19,REQ-29887,WebAPI UpdateUser executed normally
493,2025-07-23 12:16:20,Database,UpdateUser,285,403,12,REQ-13478,REQ-13478 UpdateUser executed successfully on Database
494,2025-07-23 13:40:20,WebAPI,SendNotification,267,323,9,REQ-73699,REQ-73699 SendNotification executed successfully on WebAPI
495,2025-07-23 12:41:50,Scheduler,ProcessOrder,210,201,12,REQ-57819,"Operation ProcessOrder finished, Scheduler status: healthy"
496,2025-07-23 12:59:20,Cache,CacheData,313,308,10,REQ-95909,REQ-95909 CacheData executed successfully on Cache
497,2025-07-23 14:21:20,Cache,CacheData,208,218,8,REQ-65296,REQ-65296 CacheData executed successfully on Cache
498,2025-07-23 15:00:20,Database,CacheData,255,338,10,REQ-44814,Database CacheData completed in 255ms
499,2025-07-23 15:43:50,Queue,UpdateUser,237,296,15,REQ-56898,Queue completed UpdateUser with normal performance
500,2025-07-23 12:57:20,Queue,UpdateUser,166,395,14,REQ-37653,Queue completed UpdateUser with normal performance
