 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
49614,2,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,18500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,40,0,1000000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
123,42346,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2267.038209,47.22996269,42346.0,0.0,42346,42346,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23.61498134,23.61498134,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,61067975,15,17,8007,3243,5840,0,533.8,1536.173921,1460,0,190.7647059,479.3428483,184.220944,0.524006241,1969934.677,3998675.491,10000000,1,61100000,4361998.214,5130733.201,10100000,212,61000000,3811363.438,5025954.994,10100000,1,0,0,0,0,312,424,0.245627925,0.278378315,0,5840,340.9090909,1086.443405,1180359.273,0,0,0,1,0,0,0,0,1,351.5625,533.8,190.7647059,312,0,0,0,0,0,0,15,8007,17,3243,8192,169,14,20,139427.8333,131590.3339,408034,85324,9999002.0,22418.95833,10000000,9953248
53,30772,1,1,48,144,48,48,48.0,0.0,144,144,144.0,0.0,6239.438451,64.99415053,30772.0,0.0,30772,30772,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,32.49707526,32.49707526,48,144,80.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,120.0,48.0,144.0,40,0,0,0,0,0,0,1,48,1,144,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
443,105779534,23,23,2677,6506,357,0,116.3913043,134.7633411,1410,0,282.8695652,436.3098674,86.81263429,0.43486673,2350656.311,6326059.745,20000000,2,106000000,4808160.636,8454032.402,20000000,2,106000000,4807119.091,8468231.584,20000000,2,0,0,0,0,472,472,0.217433365,0.217433365,0,1410,195.3829787,327.8829028,107507.198,0,0,0,1,0,0,0,0,1,199.6304348,116.3913043,282.8695652,472,0,0,0,0,0,0,23,2677,23,6506,8192,148,22,20,178977.5,381398.5958,957502,22693,17400000.0,6047155.998,20000000,5105942
123,81504,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1177.856302,24.53867295,81504.0,0.0,81504,81504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.26933647,12.26933647,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5677562,8,5,398,3062,217,0,49.75,79.52492871,1543,2,612.4,812.3917159,609.4165066,2.289715198,473130.1667,1542015.193,5368211,3,5677562,811080.2857,2010181.501,5368211,3,184666,46166.5,52085.03092,96858,238,0,0,0,0,172,104,1.409055507,0.880659692,0,1543,247.1428571,535.2243034,286465.0549,0,0,0,1,0,0,0,0,0,266.1538462,49.75,612.4,172,0,0,0,0,0,0,8,398,5,3062,8192,30016,7,20,309348.0,0.0,309348,309348,5368211.0,0.0,5368211,5368211
49622,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
123,68442,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1402.647497,29.22182286,68442.0,0.0,68442,68442,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.61091143,14.61091143,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
123,187,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,1026737.968,21390.37433,62.33333333,70.26616066,139,1,47,47.0,0.0,47,47,1,1.0,0.0,1,1,0,0,0,0,40,40,10695.18717,10695.18717,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
139,71,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,112676.0563,56338.02817,23.66666667,34.06366588,63,4,71,35.5,44.54772721,67,4,0,0.0,0.0,0,0,1,0,0,0,96,32,42253.52113,14084.50704,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,10149989,6,7,1243,1561,663,0,207.1666667,300.6735217,1369,2,223.0,507.7748845,276.256457,1.280789565,845832.4167,2867950.681,9952575,1,197413,39482.6,53337.5121,130341,375,10100000,1686302.167,4072834.031,9999837,1,0,0,0,0,132,144,0.591133646,0.68965592,0,1369,200.2857143,396.430696,157157.2967,0,0,0,1,0,0,0,0,1,215.6923077,207.1666667,223.0,132,0,0,0,0,0,0,6,1243,7,1561,8192,31161,5,20,197413.0,0.0,197413,197413,9952575.0,0.0,9952575,9952575
443,131,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,91603.05344,15267.17557,131.0,0.0,131,131,131,131.0,0.0,131,131,0,0.0,0.0,0,0,0,0,0,0,40,0,15267.17557,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,10163189,6,8,1261,2811,681,0,210.1666667,306.1708129,1460,0,351.375,599.1369835,400.6616427,1.377520383,781783.7692,2769986.726,10000000,1,162583,32516.6,39143.3564,96208,283,10100000,1447259.429,3771763.269,10000000,1,0,0,0,0,132,172,0.590365878,0.787154504,0,1460,271.4666667,472.741377,223484.4095,0,0,0,1,0,0,0,0,1,290.8571429,210.1666667,351.375,132,0,0,0,0,0,0,6,1261,8,2811,8192,57,5,20,162583.0,0.0,162583,162583,10000000.0,0.0,10000000,10000000
443,5282,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,2271.866717,378.6444529,5282.0,0.0,5282,5282,5282,5282.0,0.0,5282,5282,0,0.0,0.0,0,0,0,0,0,0,40,0,378.6444529,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,119206946,29,31,4526,17584,597,0,156.0689655,239.4141557,2405,0,567.2258065,815.2694732,185.4757692,0.503326375,2020456.712,3866836.842,10000000,20,119000000,4257390.929,4770766.251,10100000,26472,119000000,3970455.967,4761699.645,10100000,165,0,0,0,0,592,632,0.243274415,0.26005196,0,2405,362.4590164,635.2343813,403522.7191,0,0,0,1,0,0,0,0,1,368.5,156.0689655,567.2258065,592,0,0,0,0,0,0,29,4526,31,17584,8192,9215,28,20,424543.5833,987043.0056,3546228,92983,9492846.75,1424329.699,10000000,5037429
443,119219076,29,32,4526,17584,597,0,156.0689655,239.4141557,2405,0,549.5,751.1758524,185.4568979,0.511663083,1986984.6,3844958.304,10000000,1,119000000,4257824.143,4774823.471,10100000,19702,119000000,3842771.29,4739362.569,10100000,1,0,0,0,0,592,652,0.243249662,0.268413421,0,2405,356.6129032,594.8029114,353790.5034,0,0,0,1,0,0,0,0,1,362.4590164,156.0689655,549.5,592,0,0,0,0,0,0,29,4526,32,17584,8192,9215,28,20,414205.25,941078.2697,3383284,93051,9504119.583,1377835.354,10000000,5199945
443,119279956,29,31,4526,17584,597,0,156.0689655,239.4141557,2405,0,567.2258065,815.2694732,185.3622414,0.503018294,2021694.169,3867423.129,10000000,16,119000000,4259998.429,4770731.864,10100000,26189,119000000,3972883.733,4761974.179,10100000,47,0,0,0,0,592,632,0.243125509,0.259892785,0,2405,362.4590164,635.2343813,403522.7191,0,0,0,1,0,0,0,0,1,368.5,156.0689655,567.2258065,592,0,0,0,0,0,0,29,4526,31,17584,8192,9215,28,20,424946.8333,988096.1423,3547718,92982,9493236.583,1423269.217,10000000,5038024
443,119329748,28,33,4520,17584,597,0,161.4285714,242.0292955,2405,0,532.8484848,685.2376468,185.2346156,0.511188543,1988829.133,3844102.615,10000000,16,119000000,4419620.296,4787399.443,10100000,25542,119000000,3726141.219,4708148.107,10100000,16,0,0,0,0,572,672,0.234643921,0.276544622,0,2405,356.516129,555.5393699,308623.9915,0,0,0,1,0,0,0,0,1,362.3606557,161.4285714,532.8484848,572,0,0,0,0,0,0,28,4520,33,17584,8192,9215,27,20,418329.25,963449.7017,3466366,93189,9499919.667,1401418.632,10000000,5117210
443,60418629,10,8,3183,4467,997,0,318.3,424.8762042,1460,0,558.375,598.9724386,126.6165771,0.297921358,3554037.0,14500000.0,60000000,49,60400000,6713181.0,20000000.0,60000000,267,346894,49556.28571,33815.65882,71744,49,0,0,0,0,212,172,0.165511866,0.132409492,0,1460,402.6315789,503.5061746,253518.4678,0,0,1,1,0,0,0,1,0,425.0,318.3,558.375,212,0,0,0,0,0,0,10,3183,8,4467,8192,509,9,20,0.0,0.0,0,0,0.0,0.0,0,0
443,119986658,33,42,13180,16546,2338,0,399.3939394,668.1282128,1460,0,393.952381,545.4900215,247.7442117,0.625069497,1621441.324,3279572.179,10000000,1,120000000,3749583.063,4262534.056,10200000,9404,120000000,2920711.561,4140958.665,10200000,1,0,0,0,0,672,948,0.275030579,0.350038918,0,2338,391.1315789,595.9883073,355202.0625,0,0,0,1,0,0,0,0,1,396.3466667,399.3939394,393.952381,672,0,0,0,0,0,0,33,13180,42,16546,8192,2133,32,20,1616484.545,2387192.377,6452083,237206,9232142.273,1376193.936,10000000,6536754
123,68055,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1410.62376,29.387995,68055.0,0.0,68055,68055,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.6939975,14.6939975,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,53073627,22,24,42399,7395,7850,0,1927.227273,2302.03504,2920,0,308.125,769.1551725,938.2060887,0.86672049,1179413.933,6861893.498,45800000,4,53100000,2527315.571,10000000.0,45800000,15,53000000,2304012.826,9583308.329,45900000,4,0,0,0,0,452,492,0.414518495,0.452201995,0,7850,1059.446809,1842.31933,3394140.513,0,0,0,1,0,0,0,0,1,1082.478261,1927.227273,308.125,452,0,0,0,0,0,0,22,42399,24,7395,8192,513,21,20,509664.5,594724.1791,930198,89131,26000000.0,28000000.0,45800000,6194479
443,89894,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,200.2358333,33.37263889,44947.0,61366.96911,88340,1554,0,0.0,0.0,0,0,1554,1554.0,0.0,1554,1554,0,0,0,0,20,40,11.12421296,22.24842592,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,256,513,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60311168,10,10,639,908,597,0,63.9,187.3288552,448,0,90.8,188.2768647,25.65030742,0.331613541,3174272.0,4730064.715,9996034,27,50300000,5587528.778,5217926.788,10000000,161,60300000,6695607.333,4946731.227,10000000,621,0,0,0,0,224,272,0.165806771,0.165806771,0,597,73.66666667,179.4684745,32208.93333,0,0,0,1,0,0,0,0,1,77.35,63.9,90.8,224,0,0,0,0,0,0,10,639,10,908,8192,110,8,20,111658.6,135995.3059,354933,50411,9945893.2,111148.2138,9996034,9747067
80,45,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,266666.6667,44444.44444,45.0,0.0,45,45,45,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0,0,0,40,0,44444.44444,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16313,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,60779512,14,13,1118,3950,735,0,79.85714286,197.2873177,1483,0,303.8461538,575.8222883,83.38336116,0.444228641,2337673.538,4275860.464,9993296,86,60800000,4675347.077,5191963.5,10100000,113,60700000,5057913.917,5242533.06,10100000,234,0,0,0,0,292,344,0.230340777,0.213887864,0,1483,181.0,424.1335394,179889.2593,0,0,0,1,0,0,0,0,0,187.7037037,79.85714286,303.8461538,292,0,0,0,0,0,0,14,1118,13,3950,8192,115,13,20,117246.8333,79424.16261,279367,84354,9992420.833,1106.453328,9993296,9990441
443,119505215,22,21,2306,5183,630,0,104.8181818,218.0824738,2920,0,246.8095238,648.0986514,62.66672128,0.359816934,2845362.262,4288117.498,10100000,41,120000000,5690724.524,4806416.151,10300000,42955,119000000,5960012.6,4844704.744,10300000,202,0,0,0,0,452,552,0.184092385,0.175724549,0,2920,170.2045455,473.621848,224317.6549,0,0,0,1,0,0,0,0,0,174.1627907,104.8181818,246.8095238,452,0,0,0,0,0,0,22,2306,21,5183,8192,1064,21,20,447894.75,590823.2348,2305176,249351,9465235.583,1254326.861,10100000,6098459
443,119553626,22,22,2343,5183,654,0,106.5,222.3469511,1460,0,235.5909091,446.9783908,62.95083012,0.36803568,2780316.884,4254359.16,10000000,48,120000000,5693029.81,4811850.528,10300000,79397,119000000,5677619.857,4901656.515,10300000,48,0,0,0,0,452,572,0.18401784,0.18401784,0,1460,167.2444444,351.8038035,123765.9162,0,0,0,1,0,0,0,0,1,171.0454545,106.5,235.5909091,452,0,0,0,0,0,0,22,2343,22,5183,8192,1067,21,20,459140.4167,568801.7757,2244268,266450,9456846.833,1270577.333,10000000,6082479
443,114884532,33,31,18597,8203,1927,0,563.5454545,802.4528448,2920,0,264.6129032,554.7759114,233.2777053,0.557081087,1823564.0,3655709.275,10000000,4,115000000,3589418.656,4506970.907,10000000,49,115000000,3828706.333,4579115.684,10000000,4,0,0,0,0,672,740,0.287244936,0.269836152,0,2920,412.3076923,700.8933568,491251.4976,0,0,0,1,0,0,0,0,0,418.75,563.5454545,264.6129032,672,0,0,0,0,0,0,33,18597,31,8203,8192,2589,32,20,1609239.6,4992779.782,15800000,23070,9876900.1,381344.2065,10000000,8792653
80,7498303,1,2,6,6,6,6,6.0,0.0,6,0,3.0,4.242640687,1.600362109,0.400090527,3749151.5,5269064.87,7474943,23360,0,0.0,0.0,0,0,7474943,7474943.0,0.0,7474943,7474943,0,0,0,0,20,52,0.133363509,0.266727018,0,6,4.5,3.0,9.0,0,0,0,0,1,0,0,0,2,6.0,6.0,3.0,20,0,0,0,0,0,0,1,6,2,6,256,1047,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,142,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,84507.04225,14084.50704,142.0,0.0,142,142,142,142.0,0.0,142,142,0,0.0,0.0,0,0,0,0,0,0,40,0,14084.50704,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
123,40693,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2359.128106,49.1485022,40693.0,0.0,40693,40693,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24.5742511,24.5742511,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,119235667,30,25,7280,9534,863,0,242.6666667,378.2054116,1601,0,381.36,506.9888132,141.0148525,0.461271374,2208067.907,4060492.179,10000000,53,119000000,4111574.724,4836944.324,10100000,2111,119000000,4965085.75,4941466.42,10100000,232,0,0,0,0,612,608,0.251602568,0.209668807,0,1601,300.25,440.47785,194020.7364,0,0,0,1,0,0,0,0,0,305.7090909,242.6666667,381.36,612,0,0,0,0,0,0,30,7280,25,9534,8192,163,29,20,214109.1667,333323.7255,1060285,50187,9715561.0,592498.8501,10000000,7947414
443,5052636,11,9,387,6589,230,0,35.18181818,74.91437537,1448,0,732.1111111,670.0900022,1380.665459,3.95832987,265928.2105,1131301.719,4937382,3,5052636,505263.6,1557414.39,4937382,3,52498,6562.25,10770.34708,27487,48,0,0,0,0,360,296,2.177081428,1.781248441,0,1448,332.1904762,555.3566979,308421.0619,0,0,0,1,0,0,0,0,0,348.8,35.18181818,732.1111111,360,0,0,0,0,0,0,11,387,9,6589,29200,31,3,32,0.0,0.0,0,0,0.0,0.0,0,0
123,81276,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1181.16049,24.60751021,81276.0,0.0,81276,81276,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.30375511,12.30375511,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
123,93793,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1023.530541,21.32355293,93793.0,0.0,93793,93793,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.66177647,10.66177647,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,115225439,21,20,2366,3681,690,0,112.6666667,230.6604286,1460,0,184.05,439.2570851,52.47973063,0.355824203,2880635.975,4472915.607,9999107,80,115000000,5758748.75,4908041.76,10100000,325,115000000,6061791.579,4879926.203,10100000,192,0,0,0,0,432,532,0.182251421,0.173572782,0,1460,143.9761905,342.2845406,117158.7067,0,0,0,1,0,0,0,0,0,147.4878049,112.6666667,184.05,432,0,0,0,0,0,0,21,2366,20,3681,8192,126,20,20,516803.7273,1435711.908,4836218,50363,9953648.545,103277.7875,9999107,9658943
443,217203,8,7,2651,4900,1701,0,331.375,583.0138292,1460,0,700.0,659.0106221,34764.71319,69.05981962,15514.5,23851.69716,54097,42,217203,31029.0,27673.21962,54533,43,160723,26787.16667,28517.39427,54970,48,0,0,0,0,172,152,36.8319038,32.22791582,0,1701,471.9375,618.0604575,381998.7292,0,0,0,1,0,0,0,0,0,503.4,331.375,700.0,172,0,0,0,0,0,0,8,2651,7,4900,8192,513,7,20,0.0,0.0,0,0,0.0,0.0,0,0
443,342453,9,7,2304,5079,1590,0,256.0,515.3755912,1460,0,725.5714286,693.5156468,21559.16286,46.72173992,22830.2,28618.58144,68693,42,342453,42806.625,42570.88589,116976,79,220956,36826.0,34648.36411,69203,48,0,0,0,0,192,152,26.2809787,20.44076121,0,1590,434.2941176,616.4052811,379955.4706,0,0,0,1,0,0,0,0,0,461.4375,256.0,725.5714286,192,0,0,0,0,0,0,9,2304,7,5079,8192,1026,8,20,0.0,0.0,0,0,0.0,0.0,0,0
123,64021650,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.998985499,0.062478865,21300000.0,36900000.0,64000000,23748,64000000,64000000.0,0.0,64000000,64000000,64000000,64000000.0,0.0,64000000,64000000,0,0,0,0,40,52,0.031239432,0.031239432,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23897.0,0.0,23897,23897,64000000.0,0.0,64000000,64000000
443,263140,7,7,782,7151,341,0,111.7142857,140.5379122,2920,0,1021.571429,1018.996378,30147.45003,53.20361785,20241.53846,25518.26359,52514,74,211731,35288.5,27139.59769,54469,291,213284,35547.33333,27445.1929,57032,197,0,0,0,0,152,152,26.60180892,26.60180892,0,2920,528.8666667,825.7354182,681838.981,0,0,0,1,0,0,0,0,1,566.6428571,111.7142857,1021.571429,152,0,0,0,0,0,0,7,782,7,7151,8192,511,6,20,0.0,0.0,0,0,0.0,0.0,0,0
443,157,3,0,97,0,85,6,32.33333333,45.61067127,0,0,0.0,0.0,617834.3949,19108.28025,78.5,44.54772721,110,47,157,78.5,44.54772721,110,47,0,0.0,0.0,0,0,0,0,0,0,60,0,19108.28025,0.0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333333,32.33333333,0.0,60,0,0,0,0,0,0,3,97,0,0,253,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,26536,1,1,50,162,50,50,50.0,0.0,162,162,162.0,0.0,7989.146819,75.36930962,26536.0,0.0,26536,26536,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37.68465481,37.68465481,50,162,87.33333333,64.66323015,4181.333333,0,0,0,0,0,0,0,0,1,131.0,50.0,162.0,20,0,0,0,0,0,0,1,50,1,162,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60198751,5,3,216,1542,198,0,43.2,86.57482313,1536,0,514.0,885.083047,29.2032637,0.132893123,8599821.571,22700000.0,60100000,0,60200000,15000000.0,30000000.0,60100000,70,37789,18894.5,25657.36956,37037,752,0,0,0,0,112,72,0.083058202,0.049834921,0,1536,195.3333333,506.8589547,256906.0,0,0,0,1,0,0,0,0,0,219.75,43.2,514.0,112,0,0,0,0,0,0,5,216,3,1542,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60070876,6,5,237,4559,213,0,39.5,85.03117076,1633,0,911.8,832.6206819,79.83902216,0.183117023,6007087.6,19000000.0,60000000,19,60100000,12000000.0,26800000.0,60000000,35,38189,9547.25,18284.04859,36967,50,0,0,0,0,132,112,0.099882013,0.083235011,0,1633,399.6666667,678.1416228,459876.0606,0,0,0,1,0,0,0,0,0,436.0,39.5,911.8,132,0,0,0,0,0,0,6,237,5,4559,8192,946,5,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60116054,6,4,213,1652,195,0,35.5,78.19398954,1646,0,413.0,822.0048662,31.02332698,0.166344917,6679561.556,20000000.0,60000000,24,60100000,12000000.0,26800000.0,60000000,44,40626,13542.0,20551.30144,37272,1531,0,0,0,0,144,104,0.09980695,0.066537967,0,1646,169.5454545,493.0803917,243128.2727,0,0,0,1,0,0,0,0,0,186.5,35.5,413.0,144,0,0,0,0,0,0,6,213,4,1652,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60129516,5,3,215,1648,197,0,43.0,86.127812,1642,0,549.3333333,946.2818467,30.98311984,0.13304614,8589930.857,22700000.0,60100000,26,60100000,15000000.0,30000000.0,60100000,58,40269,20134.5,26819.8531,39099,1170,0,0,0,0,112,72,0.083153837,0.049892302,0,1642,207.0,541.9266556,293684.5,0,0,0,1,0,0,0,0,0,232.875,43.0,549.3333333,112,0,0,0,0,0,0,5,215,3,1648,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0
443,114246133,23,21,7649,4743,1818,0,332.5652174,622.4737911,3066,0,225.8571429,665.6541358,108.4675663,0.385133386,2656886.814,4346947.236,10100000,4,110000000,4982169.455,5064350.856,10100000,48,114000000,5709765.55,4910711.153,10100000,4,0,0,0,0,472,540,0.201319724,0.183813661,0,3066,275.3777778,632.2556765,399747.2404,0,0,0,1,0,0,0,0,0,281.6363636,332.5652174,225.8571429,472,0,0,0,0,0,0,23,7649,21,4743,8192,344,22,20,79619.27273,55841.567,228830,50685,9884719.636,359971.5678,10100000,8810623
443,244,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,49180.32787,8196.721311,244.0,0.0,244,244,244,244.0,0.0,244,244,0,0.0,0.0,0,0,0,0,0,0,40,0,8196.721311,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,284937,9,5,2428,5286,1714,0,269.7777778,555.584777,3752,0,1057.2,1633.501668,27072.65115,49.13366814,21918.23077,30657.10285,67402,37,284937,35617.125,33641.06887,69014,60,206333,51583.25,32128.46197,68927,3421,0,0,0,0,192,112,31.58592952,17.54773862,0,3752,514.2666667,1049.456762,1101359.495,0,0,0,1,0,0,0,0,0,551.0,269.7777778,1057.2,192,0,0,0,0,0,0,9,2428,5,5286,8192,1026,8,20,0.0,0.0,0,0,0.0,0.0,0,0
53,50847,1,1,50,152,50,50,50.0,0.0,152,152,152.0,0.0,3972.702421,39.33368734,50847.0,0.0,50847,50847,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19.66684367,19.66684367,50,152,84.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,126.0,50.0,152.0,40,0,0,0,0,0,0,1,50,1,152,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,653,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,249617.1516,3062.787136,653.0,0.0,653,653,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1531.393568,1531.393568,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
